"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineNumber","LineItem","LineItemTitle","CostType","CostTypeTitle","LineNumber","AddOrNonAdd","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedTotalQuantity","EnactedType","PBtotal","PBtype","QuantActualTotal","QuantEnactedType","QuantPBtotal","QuantPBtype"
"1063",2016,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","10","Surface-to-Air Missile System","2  ","8260C53101","MSE Missile","A","Weapon System Cost","2  ","Add","U",2015,"Base",NA,NA,NA,532605,NA,NA,NA,108,NA,NA
"1064",2016,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","20","Air-To-Surface Missile System","3  ","1338C70000","Hellfire Sys Summary","A","Weapon System Cost","3  ","Add","U",2015,"Base",NA,NA,NA,4452,NA,NA,NA,0,NA,NA
"1065",2016,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","20","Air-To-Surface Missile System","4  ","2605C70302","Joint Air-To-Ground Msls (JAGM)","C","Advance Procurement (CY)","4  ","Add","U",2015,"Base",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"1066",2016,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","5  ","0648CC0007","Javelin (Aaws-M) System Summary","A","Weapon System Cost","5  ","Add","U",2015,"Base",NA,NA,NA,72877,NA,NA,NA,311,NA,NA
"1067",2016,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","6  ","2104C59300","Tow 2 System Summary","A","Weapon System Cost","6  ","Add","U",2015,"Base",NA,NA,NA,50368,NA,NA,NA,1008,NA,NA
"1068",2016,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","6  ","2104C59300","Tow 2 System Summary","B","Less: Advance Procurement (PY)","6  ","Add","U",2015,"Base",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"1069",2016,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","7  ","2104C59300","Tow 2 System Summary","C","Advance Procurement (CY)","7  ","Add","U",2015,"Base",NA,NA,NA,19984,NA,NA,NA,0,NA,NA
"1070",2016,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","8  ","6005C64400","Guided MLRS Rocket (GMLRS)","A","Weapon System Cost","8  ","Add","U",2015,"Base",NA,NA,NA,127145,NA,NA,NA,774,NA,NA
"1071",2016,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","9  ","6060C65405","MLRS Reduced Range Practice Rockets (RRPR)","A","Weapon System Cost","9  ","Add","U",2015,"Base",NA,NA,NA,17274,NA,NA,NA,2994,NA,NA
"1072",2016,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","10 ","6472C98510","Army Tactical Msl Sys (ATACMS) - Sys Sum","A","Weapon System Cost","10 ","Add","U",2015,"Base",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"1073",2016,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","11 ","0962C50700","Patriot Mods","A","Weapon System Cost","11 ","Add","U",2015,"Base",NA,NA,NA,183838,NA,NA,NA,0,NA,NA
"1074",2016,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","12 ","1823CA6700","ATACMS MODS","A","Weapon System Cost","12 ","Add","U",2015,"Base",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"1075",2016,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","13 ","1824C57701","GMLRS MOD","A","Weapon System Cost","13 ","Add","U",2015,"Base",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"1076",2016,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","14 ","2684C20000","Stinger Mods","A","Weapon System Cost","14 ","Add","U",2015,"Base",NA,NA,NA,1355,NA,NA,NA,0,NA,NA
"1077",2016,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","15 ","2690CE8710","Avenger Mods","A","Weapon System Cost","15 ","Add","U",2015,"Base",NA,NA,NA,5611,NA,NA,NA,0,NA,NA
"1078",2016,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","16 ","3972C61700","Itas/Tow Mods","A","Weapon System Cost","16 ","Add","U",2015,"Base",NA,NA,NA,19676,NA,NA,NA,0,NA,NA
"1079",2016,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","17 ","6552C67500","MLRS Mods","A","Weapon System Cost","17 ","Add","U",2015,"Base",NA,NA,NA,10380,NA,NA,NA,0,NA,NA
"1080",2016,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","18 ","6580C67501","Himars Modifications","A","Weapon System Cost","18 ","Add","U",2015,"Base",NA,NA,NA,6008,NA,NA,NA,0,NA,NA
"1081",2016,"2032A","Missile Procurement, Army","ARMY","04","Spares and Repair Parts","10","Spares and Repair Parts","19 ","1242CA0250","Spares and Repair Parts","A","Weapon System Cost","19 ","Add","U",2015,"Base",NA,NA,NA,36930,NA,NA,NA,0,NA,NA
"1082",2016,"2032A","Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","10","Support Equipment & Facilities","20 ","1242C93000","Air Defense Targets","A","Weapon System Cost","20 ","Add","U",2015,"Base",NA,NA,NA,3657,NA,NA,NA,0,NA,NA
"1083",2016,"2032A","Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","10","Support Equipment & Facilities","21 ","3902CL2000","Items Less Than $5.0m (Missiles)","A","Weapon System Cost","21 ","Add","U",2015,"Base",NA,NA,NA,1522,NA,NA,NA,0,NA,NA
"1084",2016,"2032A","Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","10","Support Equipment & Facilities","22 ","4662CA0100","Production Base Support","A","Weapon System Cost","22 ","Add","U",2015,"Base",NA,NA,NA,4710,NA,NA,NA,0,NA,NA
"1085",2016,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","10","Tracked Combat Vehicles","1  ","7180G85100","Stryker Vehicle","A","Weapon System Cost","1  ","Add","U",2015,"Base",NA,NA,NA,435110,NA,NA,NA,0,NA,NA
"1086",2016,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","2  ","0230GM0100","Stryker (MOD)","A","Weapon System Cost","2  ","Add","U",2015,"Base",NA,NA,NA,39683,NA,NA,NA,0,NA,NA
"1087",2016,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","3  ","0363G85200","Stryker Upgrade","A","Weapon System Cost","3  ","Add","U",2015,"Base",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"1088",2016,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","4  ","1284GZ2300","Fist Vehicle (MOD)","A","Weapon System Cost","4  ","Add","U",2015,"Base",NA,NA,NA,26759,NA,NA,NA,0,NA,NA
"1089",2016,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","5  ","1678GZ2400","Bradley Program (MOD)","A","Weapon System Cost","5  ","Add","U",2015,"Base",NA,NA,NA,136006,NA,NA,NA,0,NA,NA
"1090",2016,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","6  ","2072GA0400","Howitzer, Med Sp Ft 155mm M109a6 (MOD)","A","Weapon System Cost","6  ","Add","U",2015,"Base",NA,NA,NA,45411,NA,NA,NA,0,NA,NA
"1091",2016,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","7  ","2073GZ0410","Paladin Integrated Management (PIM)","A","Weapon System Cost","7  ","Add","U",2015,"Base",NA,NA,NA,247400,NA,NA,NA,18,NA,NA
"1092",2016,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","8  ","3700GA0570","Improved Recovery Vehicle (M88A2 Hercules)","A","Weapon System Cost","8  ","Add","U",2015,"Base",NA,NA,NA,122451,NA,NA,NA,15,NA,NA
"1093",2016,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","9  ","4520GZ3250","Assault Bridge (Mod)","A","Weapon System Cost","9  ","Add","U",2015,"Base",NA,NA,NA,2473,NA,NA,NA,0,NA,NA
"1094",2016,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","10 ","4872G82925","Assault Breacher Vehicle","A","Weapon System Cost","10 ","Add","U",2015,"Base",NA,NA,NA,36583,NA,NA,NA,7,NA,NA
"1095",2016,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","11 ","5129G80571","M88 FOV MODS","A","Weapon System Cost","11 ","Add","U",2015,"Base",NA,NA,NA,1975,NA,NA,NA,0,NA,NA
"1096",2016,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","12 ","5225GZ3001","Joint Assault Bridge","A","Weapon System Cost","12 ","Add","U",2015,"Base",NA,NA,NA,39362,NA,NA,NA,4,NA,NA
"1097",2016,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","13 ","6406GA0700","M1 Abrams Tank (MOD)","A","Weapon System Cost","13 ","Add","U",2015,"Base",NA,NA,NA,237023,NA,NA,NA,0,NA,NA
"1098",2016,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","14 ","6500GA0750","Abrams Upgrade Program","A","Weapon System Cost","14 ","Add","U",2015,"Base",NA,NA,NA,120000,NA,NA,NA,0,NA,NA
"1099",2016,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","30","Support Equipment & Facilities","15 ","5960GA0050","Production Base Support (TCV-WTCV)","A","Weapon System Cost","15 ","Add","U",2015,"Base",NA,NA,NA,6478,NA,NA,NA,0,NA,NA
"1100",2016,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","16 ","6580G02200","Mortar Systems","A","Weapon System Cost","16 ","Add","U",2015,"Base",NA,NA,NA,5012,NA,NA,NA,0,NA,NA
"1101",2016,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","17 ","8181G01501","XM320 Grenade Launcher Module (GLM)","A","Weapon System Cost","17 ","Add","U",2015,"Base",NA,NA,NA,28390,NA,NA,NA,0,NA,NA
"1102",2016,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","18 ","8190G01506","Precision Sniper Rifle","A","Weapon System Cost","18 ","Add","U",2015,"Base",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"1103",2016,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","19 ","8194G01507","Compact Semi-Automatic Sniper System","A","Weapon System Cost","19 ","Add","U",2015,"Base",NA,NA,NA,148,NA,NA,NA,0,NA,NA
"1104",2016,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","20 ","8201G13501","Carbine","A","Weapon System Cost","20 ","Add","U",2015,"Base",NA,NA,NA,20616,NA,NA,NA,0,NA,NA
"1105",2016,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","21 ","8310G04700","Common Remotely Operated Weapons Station","A","Weapon System Cost","21 ","Add","U",2015,"Base",NA,NA,NA,8409,NA,NA,NA,0,NA,NA
"1106",2016,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","22 ","8635G15325","Handgun","A","Weapon System Cost","22 ","Add","U",2015,"Base",NA,NA,NA,3957,NA,NA,NA,0,NA,NA
"1107",2016,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","23 ","3000GB3000","MK-19 Grenade Machine Gun Mods","A","Weapon System Cost","23 ","Add","U",2015,"Base",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"1108",2016,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","24 ","3005GZ1700","M777 Mods","A","Weapon System Cost","24 ","Add","U",2015,"Base",NA,NA,NA,18166,NA,NA,NA,0,NA,NA
"1109",2016,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","25 ","3010GB3007","M4 Carbine Mods","A","Weapon System Cost","25 ","Add","U",2015,"Base",NA,NA,NA,6446,NA,NA,NA,0,NA,NA
"1110",2016,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","26 ","3015GB4000","M2 50 Cal Machine Gun Mods","A","Weapon System Cost","26 ","Add","U",2015,"Base",NA,NA,NA,25296,NA,NA,NA,0,NA,NA
"1111",2016,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","27 ","3020GZ1290","M249 Saw Machine Gun Mods","A","Weapon System Cost","27 ","Add","U",2015,"Base",NA,NA,NA,5546,NA,NA,NA,0,NA,NA
"1112",2016,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","28 ","3030GZ1300","M240 Medium Machine Gun Mods","A","Weapon System Cost","28 ","Add","U",2015,"Base",NA,NA,NA,2635,NA,NA,NA,0,NA,NA
"1113",2016,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","29 ","3181GZ1500","Sniper Rifles Modifications","A","Weapon System Cost","29 ","Add","U",2015,"Base",NA,NA,NA,4079,NA,NA,NA,0,NA,NA
"1114",2016,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","30 ","3640GC0401","M119 Modifications","A","Weapon System Cost","30 ","Add","U",2015,"Base",NA,NA,NA,72718,NA,NA,NA,0,NA,NA
"1115",2016,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","31 ","6456GZ2800","M16 Rifle Mods","A","Weapon System Cost","31 ","Add","U",2015,"Base",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"1116",2016,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","32 ","7054G02100","Mortar Modification","A","Weapon System Cost","32 ","Add","U",2015,"Base",NA,NA,NA,8903,NA,NA,NA,0,NA,NA
"1117",2016,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","33 ","9280GC0925","Modifications Less Than $5.0m (WOCV-WTCV)","A","Weapon System Cost","33 ","Add","U",2015,"Base",NA,NA,NA,2089,NA,NA,NA,0,NA,NA
"1118",2016,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","30","Support Equipment & Facilities","34 ","1862GL3200","Items Less Than $5.0m (WOCV-WTCV)","A","Weapon System Cost","34 ","Add","U",2015,"Base",NA,NA,NA,2005,NA,NA,NA,0,NA,NA
"1119",2016,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","30","Support Equipment & Facilities","35 ","3270GC0050","Production Base Support (WOCV-WTCV)","A","Weapon System Cost","35 ","Add","U",2015,"Base",NA,NA,NA,8911,NA,NA,NA,0,NA,NA
"1120",2016,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","30","Support Equipment & Facilities","36 ","3400GC0075","Industrial Preparedness","A","Weapon System Cost","36 ","Add","U",2015,"Base",NA,NA,NA,414,NA,NA,NA,0,NA,NA
"1121",2016,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","30","Support Equipment & Facilities","37 ","4010GC0076","Small Arms Equipment (Soldier Enh Prog)","A","Weapon System Cost","37 ","Add","U",2015,"Base",NA,NA,NA,1682,NA,NA,NA,0,NA,NA
"1122",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","30","Small/Medium Cal Ammunition","1  ","0132E00700","Ctg, 5.56mm, All Types","A","Weapon System Cost","1  ","Add","U",2015,"Base",NA,NA,NA,34943,NA,NA,NA,0,NA,NA
"1123",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","30","Small/Medium Cal Ammunition","2  ","0612E02000","CTG, 7.62mm, All Types","A","Weapon System Cost","2  ","Add","U",2015,"Base",NA,NA,NA,12418,NA,NA,NA,0,NA,NA
"1124",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","30","Small/Medium Cal Ammunition","3  ","1450EA3000","CTG, Handgun, All Types","A","Weapon System Cost","3  ","Add","U",2015,"Base",NA,NA,NA,9655,NA,NA,NA,0,NA,NA
"1125",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","30","Small/Medium Cal Ammunition","4  ","1722E08000","CTG, .50 Cal, All Types","A","Weapon System Cost","4  ","Add","U",2015,"Base",NA,NA,NA,29304,NA,NA,NA,0,NA,NA
"1126",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","30","Small/Medium Cal Ammunition","5  ","2650E08200","CTG, 25mm, All Types","A","Weapon System Cost","5  ","Add","U",2015,"Base",NA,NA,NA,8181,NA,NA,NA,0,NA,NA
"1127",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","30","Small/Medium Cal Ammunition","6  ","2938ER8120","CTG, 30mm, All Types","A","Weapon System Cost","6  ","Add","U",2015,"Base",NA,NA,NA,52667,NA,NA,NA,0,NA,NA
"1128",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","30","Small/Medium Cal Ammunition","7  ","3222ER8001","CTG, 40mm, All Types","A","Weapon System Cost","7  ","Add","U",2015,"Base",NA,NA,NA,40904,NA,NA,NA,0,NA,NA
"1129",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","33","Mortar Ammunition","8  ","0050E89600","60MM Mortar, All Types","A","Weapon System Cost","8  ","Add","U",2015,"Base",NA,NA,NA,41742,NA,NA,NA,0,NA,NA
"1130",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","33","Mortar Ammunition","9  ","3584E76000","81MM Mortar, All Types","A","Weapon System Cost","9  ","Add","U",2015,"Base",NA,NA,NA,42433,NA,NA,NA,0,NA,NA
"1131",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","33","Mortar Ammunition","10 ","6780E25500","120MM Mortar, ALL TYPES","A","Weapon System Cost","10 ","Add","U",2015,"Base",NA,NA,NA,39365,NA,NA,NA,0,NA,NA
"1132",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","35","Tank Ammunition","11 ","1120E22203","Cartridges, Tank, 105MM and 120MM, All Types","A","Weapon System Cost","11 ","Add","U",2015,"Base",NA,NA,NA,101900,NA,NA,NA,0,NA,NA
"1133",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","37","Artillery Ammunition","12 ","0530E15101","Artillery Cartridges, 75MM & 105MM, All Types","A","Weapon System Cost","12 ","Add","U",2015,"Base",NA,NA,NA,37455,NA,NA,NA,0,NA,NA
"1134",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","37","Artillery Ammunition","13 ","3102E89500","Artillery Projectile, 155MM, All Types","A","Weapon System Cost","13 ","Add","U",2015,"Base",NA,NA,NA,47023,NA,NA,NA,0,NA,NA
"1135",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","37","Artillery Ammunition","14 ","6600E80100","Proj 155mm Extended Range M982","A","Weapon System Cost","14 ","Add","U",2015,"Base",NA,NA,NA,35672,NA,NA,NA,0,NA,NA
"1136",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","37","Artillery Ammunition","15 ","8750E27501","Artillery Propellants, Fuzes and Primers, All","A","Weapon System Cost","15 ","Add","U",2015,"Base",NA,NA,NA,78010,NA,NA,NA,0,NA,NA
"1137",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","45","Rockets","16 ","2348EA4000","Shoulder Launched Munitions, All Types","A","Weapon System Cost","16 ","Add","U",2015,"Base",NA,NA,NA,945,NA,NA,NA,0,NA,NA
"1138",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","45","Rockets","17 ","3246E37300","Rocket, Hydra 70, All Types","A","Weapon System Cost","17 ","Add","U",2015,"Base",NA,NA,NA,27286,NA,NA,NA,0,NA,NA
"1139",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","47","Other Ammunition","18 ","2420E61000","CAD/PAD, All Types","A","Weapon System Cost","18 ","Add","U",2015,"Base",NA,NA,NA,5430,NA,NA,NA,0,NA,NA
"1140",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","47","Other Ammunition","19 ","2790E55400","Demolition Munitions, All Types","A","Weapon System Cost","19 ","Add","U",2015,"Base",NA,NA,NA,22899,NA,NA,NA,0,NA,NA
"1141",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","47","Other Ammunition","20 ","4582E34000","Grenades, All Types","A","Weapon System Cost","20 ","Add","U",2015,"Base",NA,NA,NA,22751,NA,NA,NA,0,NA,NA
"1142",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","47","Other Ammunition","21 ","6038E46900","Signals, All Types","A","Weapon System Cost","21 ","Add","U",2015,"Base",NA,NA,NA,7082,NA,NA,NA,0,NA,NA
"1143",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","47","Other Ammunition","22 ","8278E51200","Simulators, All Types","A","Weapon System Cost","22 ","Add","U",2015,"Base",NA,NA,NA,11638,NA,NA,NA,0,NA,NA
"1144",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","50","Miscellaneous","23 ","0684EB0016","Ammo Components, All Types","A","Weapon System Cost","23 ","Add","U",2015,"Base",NA,NA,NA,3594,NA,NA,NA,0,NA,NA
"1145",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","50","Miscellaneous","24 ","1430E91901","Non-Lethal Ammunition, All Types","A","Weapon System Cost","24 ","Add","U",2015,"Base",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"1146",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","50","Miscellaneous","25 ","2624EA0055","Items Less Than $5 Million (AMMO)","A","Weapon System Cost","25 ","Add","U",2015,"Base",NA,NA,NA,8337,NA,NA,NA,0,NA,NA
"1147",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","50","Miscellaneous","26 ","4370EA0575","Ammunition Peculiar Equipment","A","Weapon System Cost","26 ","Add","U",2015,"Base",NA,NA,NA,14906,NA,NA,NA,0,NA,NA
"1148",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","50","Miscellaneous","27 ","4758EA0550","First Destination Transportation (AMMO)","A","Weapon System Cost","27 ","Add","U",2015,"Base",NA,NA,NA,14349,NA,NA,NA,0,NA,NA
"1149",2016,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","50","Miscellaneous","28 ","9615EA8500","Closeout Liabilities","A","Weapon System Cost","28 ","Add","U",2015,"Base",NA,NA,NA,111,NA,NA,NA,0,NA,NA
"1150",2016,"2034A","Procurement of Ammunition, Army","ARMY","02","Ammunition Production Base Support","10","Production Base Support","29 ","0572EP1000","Provision of Industrial Facilities","A","Weapon System Cost","29 ","Add","U",2015,"Base",NA,NA,NA,148092,NA,NA,NA,0,NA,NA
"1151",2016,"2034A","Procurement of Ammunition, Army","ARMY","02","Ammunition Production Base Support","10","Production Base Support","30 ","4099EP1700","Conventional Munitions Demilitarization","A","Weapon System Cost","30 ","Add","U",2015,"Base",NA,NA,NA,113881,NA,NA,NA,0,NA,NA
"1152",2016,"2034A","Procurement of Ammunition, Army","ARMY","02","Ammunition Production Base Support","10","Production Base Support","31 ","4150EP2500","Arms Initiative","A","Weapon System Cost","31 ","Add","U",2015,"Base",NA,NA,NA,2504,NA,NA,NA,0,NA,NA
"1153",2016,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","1  ","0254DA0100","Tactical Trailers/Dolly Sets","A","Weapon System Cost","1  ","Add","U",2015,"Base",NA,NA,NA,6416,NA,NA,NA,0,NA,NA
"1154",2016,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","2  ","0930D01001","Semitrailers, Flatbed:","A","Weapon System Cost","2  ","Add","U",2015,"Base",NA,NA,NA,160,NA,NA,NA,0,NA,NA
"1155",2016,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","3  ","3636D10000","ARNG HMMWV Modernization Program","A","Weapon System Cost","3  ","Add","U",2015,"Base",NA,NA,NA,160000,NA,NA,NA,0,NA,NA
"1156",2016,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","4  ","5600D15603","Joint Light Tactical Vehicle","A","Weapon System Cost","4  ","Add","U",2015,"Base",NA,NA,NA,164615,NA,NA,NA,184,NA,NA
"1157",2016,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","5  ","6866D15500","Family of Medium Tactical Veh (FMTV)","A","Weapon System Cost","5  ","Add","U",2015,"Base",NA,NA,NA,1e+05,NA,NA,NA,240,NA,NA
"1158",2016,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","6  ","7000D15800","Firetrucks & Associated Firefighting Equip","A","Weapon System Cost","6  ","Add","U",2015,"Base",NA,NA,NA,8415,NA,NA,NA,0,NA,NA
"1159",2016,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","7  ","8309DA0500","Family of Heavy Tactical Vehicles (FHTV)","A","Weapon System Cost","7  ","Add","U",2015,"Base",NA,NA,NA,78425,NA,NA,NA,387,NA,NA
"1160",2016,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","8  ","8331D16506","Pls Esp","A","Weapon System Cost","8  ","Add","U",2015,"Base",NA,NA,NA,89263,NA,NA,NA,0,NA,NA
"1161",2016,"2035A","Other Procurement, Army","ARMY","01","Tactical and Support Vehicles","10","Tactical Vehicles","9  ","8948DV0021","Hvy Expanded Mobile Tactical Truck Ext Serv","A","Weapon System Cost","9  ","Add","U",2015,"Base",NA,NA,NA,0,NA,NA,NA,0,NA,NA
