"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","IncludeInTOA","AddOrNonAdd","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"288",2016,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","060","Mobilization Training","Y","Add","Y","U",2015,"Base",NA,NA,5909,NA,NA
"289",2016,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","070","School Training","Y","Add","Y","U",2015,"Base",NA,NA,161611,NA,NA
"290",2016,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","080","Special Training","Y","Add","Y","U",2015,"Base",NA,NA,175149,NA,NA
"291",2016,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","090","Administration and Support","Y","Add","Y","U",2015,"Base",NA,NA,2011850,NA,NA
"292",2016,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","100","Education Benefits","Y","Add","Y","U",2015,"Base",NA,NA,10202,NA,NA
"293",2016,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","120","Health Profession Scholarship","Y","Add","Y","U",2015,"Base",NA,NA,63622,NA,NA
"294",2016,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","130","Other Programs (Admin & Support)","Y","Add","Y","U",2015,"Base",NA,NA,57199,NA,NA
"295",2016,"1005A","MEDICARE - Retiree Health Care Contribution, A RES","ARMY","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Army","Y","Add","Y","U",2015,"Base",NA,NA,395088,NA,NA
"296",2016,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Add","Y","U",2015,"Base",NA,NA,2574307,NA,NA
"297",2016,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Add","Y","U",2015,"Base",NA,NA,433006,NA,NA
"298",2016,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","Y","Add","Y","U",2015,"Base",NA,NA,47984,NA,NA
"299",2016,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","070","School Training","Y","Add","Y","U",2015,"Base",NA,NA,347137,NA,NA
"300",2016,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","080","Special Training","Y","Add","Y","U",2015,"Base",NA,NA,502307,NA,NA
"301",2016,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","090","Administration and Support","Y","Add","Y","U",2015,"Base",NA,NA,3715324,NA,NA
"302",2016,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","100","Education Benefits","Y","Add","Y","U",2015,"Base",NA,NA,23767,NA,NA
"303",2016,"1006A","MEDICARE - Retiree Health Care Contribution, A GUARD","ARMY","01","Health Care Contribution - Reserve Component","300","National Guard Personnel, Army","Y","Add","Y","U",2015,"Base",NA,NA,688865,NA,NA
"304",2016,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","005","Basic Pay","Y","Add","Y","U",2015,"Base",NA,NA,4001876,NA,NA
"305",2016,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","010","Retired Pay Accrual","Y","Add","Y","U",2015,"Base",NA,NA,1286185,NA,NA
"306",2016,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","Y","Add","Y","U",2015,"Base",NA,NA,1433673,NA,NA
"307",2016,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","Y","Add","Y","U",2015,"Base",NA,NA,164566,NA,NA
"308",2016,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","035","Incentive Pays","Y","Add","Y","U",2015,"Base",NA,NA,127220,NA,NA
"309",2016,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","040","Special Pays","Y","Add","Y","U",2015,"Base",NA,NA,429454,NA,NA
"310",2016,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","045","Allowances","Y","Add","Y","U",2015,"Base",NA,NA,123982,NA,NA
"311",2016,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","050","Separation Pay","Y","Add","Y","U",2015,"Base",NA,NA,59026,NA,NA
"312",2016,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","055","Social Security Tax","Y","Add","Y","U",2015,"Base",NA,NA,305463,NA,NA
"313",2016,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","060","Basic Pay","Y","Add","Y","U",2015,"Base",NA,NA,8589804,NA,NA
"314",2016,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","065","Retired Pay Accrual","Y","Add","Y","U",2015,"Base",NA,NA,2778579,NA,NA
"315",2016,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","080","Basic Allowance for Housing","Y","Add","Y","U",2015,"Base",NA,NA,3878513,NA,NA
"316",2016,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","085","Incentive Pays","Y","Add","Y","U",2015,"Base",NA,NA,104072,NA,NA
"317",2016,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","090","Special Pays","Y","Add","Y","U",2015,"Base",NA,NA,779322,NA,NA
"318",2016,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","095","Allowances","Y","Add","Y","U",2015,"Base",NA,NA,582608,NA,NA
"319",2016,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","100","Separation Pay","Y","Add","Y","U",2015,"Base",NA,NA,161762,NA,NA
"320",2016,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","105","Social Security Tax","Y","Add","Y","U",2015,"Base",NA,NA,659021,NA,NA
"321",2016,"1453N","Military Personnel, Navy","NAVY","03","Pay And Allowances Of Cadets","110","Midshipmen","Y","Add","Y","U",2015,"Base",NA,NA,78093,NA,NA
"322",2016,"1453N","Military Personnel, Navy","NAVY","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","Y","Add","Y","U",2015,"Base",NA,NA,759490,NA,NA
"323",2016,"1453N","Military Personnel, Navy","NAVY","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","Y","Add","Y","U",2015,"Base",NA,NA,431060,NA,NA
"324",2016,"1453N","Military Personnel, Navy","NAVY","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","Y","Add","Y","U",2015,"Base",NA,NA,8,NA,NA
"325",2016,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","125","Accession Travel","Y","Add","Y","U",2015,"Base",NA,NA,86416,NA,NA
"326",2016,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","130","Training Travel","Y","Add","Y","U",2015,"Base",NA,NA,98547,NA,NA
"327",2016,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","135","Operational Travel","Y","Add","Y","U",2015,"Base",NA,NA,253140,NA,NA
"328",2016,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","140","Rotational Travel","Y","Add","Y","U",2015,"Base",NA,NA,271252,NA,NA
"329",2016,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","145","Separation Travel","Y","Add","Y","U",2015,"Base",NA,NA,126812,NA,NA
"330",2016,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","150","Travel of Organized Units","Y","Add","Y","U",2015,"Base",NA,NA,41469,NA,NA
"331",2016,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","155","Non-Temporary Storage","Y","Add","Y","U",2015,"Base",NA,NA,1982,NA,NA
"332",2016,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","Y","Add","Y","U",2015,"Base",NA,NA,8708,NA,NA
"333",2016,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","165","Other","Y","Add","Y","U",2015,"Base",NA,NA,3581,NA,NA
"334",2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","Y","Add","Y","U",2015,"Base",NA,NA,93,NA,NA
"335",2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","Y","Add","Y","U",2015,"Base",NA,NA,1664,NA,NA
"336",2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","180","Death Gratuities","Y","Add","Y","U",2015,"Base",NA,NA,17400,NA,NA
"337",2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits","Y","Add","Y","U",2015,"Base",NA,NA,98381,NA,NA
"338",2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","195","Education Benefits","Y","Add","Y","U",2015,"Base",NA,NA,20495,NA,NA
"339",2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses","Y","Add","Y","U",2015,"Base",NA,NA,277,NA,NA
"340",2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy","Y","Add","Y","U",2015,"Base",NA,NA,4053,NA,NA
"341",2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","212","Reserve Income Replacement Program","Y","Add","Y","U",2015,"Base",NA,NA,0,NA,NA
"342",2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","Y","Add","Y","U",2015,"Base",NA,NA,39,NA,NA
"343",2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","Y","Add","Y","U",2015,"Base",NA,NA,0,NA,NA
"344",2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","Y","Add","Y","U",2015,"Base",NA,NA,21584,NA,NA
"345",2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","218","Junior ROTC","Y","Add","Y","U",2015,"Base",NA,NA,12312,NA,NA
"346",2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","221","Stop-Loss Retroactive Payments","Y","Add","Y","U",2015,"Base",NA,NA,0,NA,NA
"347",2016,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","240","Cancelled Account Payment","Y","Add","Y","U",2015,"Base",NA,NA,0,NA,NA
"348",2016,"1453N","Military Personnel, Navy","NAVY","","Less Reimbursables","","Less Reimbursables","N","Add","N","U",2015,"Base",NA,NA,-348782,NA,NA
"349",2016,"1000N","MEDICARE - Retiree Health Care Contribution, N","NAVY","01","Health Care Contribution - Officers","300","Navy","Y","Add","Y","U",2015,"Base",NA,NA,222352,NA,NA
"350",2016,"1000N","MEDICARE - Retiree Health Care Contribution, N","NAVY","02","Health Care Contribution - Enlisted","300","Navy","Y","Add","Y","U",2015,"Base",NA,NA,1090319,NA,NA
"351",2016,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","005","Basic Pay","Y","Add","Y","U",2015,"Base",NA,NA,1490623,NA,NA
"352",2016,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","010","Retired Pay Accrual","Y","Add","Y","U",2015,"Base",NA,NA,477878,NA,NA
"353",2016,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","Y","Add","Y","U",2015,"Base",NA,NA,492488,NA,NA
"354",2016,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","Y","Add","Y","U",2015,"Base",NA,NA,63449,NA,NA
"355",2016,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","035","Incentive Pays","Y","Add","Y","U",2015,"Base",NA,NA,38223,NA,NA
"356",2016,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","040","Special Pays","Y","Add","Y","U",2015,"Base",NA,NA,5927,NA,NA
"357",2016,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","045","Allowances","Y","Add","Y","U",2015,"Base",NA,NA,32083,NA,NA
"358",2016,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","050","Separation Pay","Y","Add","Y","U",2015,"Base",NA,NA,13593,NA,NA
"359",2016,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","055","Social Security Tax","Y","Add","Y","U",2015,"Base",NA,NA,113239,NA,NA
"360",2016,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","060","Basic Pay","Y","Add","Y","U",2015,"Base",NA,NA,4831139,NA,NA
"361",2016,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","065","Retired Pay Accrual","Y","Add","Y","U",2015,"Base",NA,NA,1546174,NA,NA
"362",2016,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","080","Basic Allowance for Housing","Y","Add","Y","U",2015,"Base",NA,NA,1583844,NA,NA
"363",2016,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","085","Incentive Pays","Y","Add","Y","U",2015,"Base",NA,NA,9946,NA,NA
"364",2016,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","090","Special Pays","Y","Add","Y","U",2015,"Base",NA,NA,109202,NA,NA
"365",2016,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","095","Allowances","Y","Add","Y","U",2015,"Base",NA,NA,287269,NA,NA
"366",2016,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","100","Separation Pay","Y","Add","Y","U",2015,"Base",NA,NA,84343,NA,NA
"367",2016,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","105","Social Security Tax","Y","Add","Y","U",2015,"Base",NA,NA,368511,NA,NA
"368",2016,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","Y","Add","Y","U",2015,"Base",NA,NA,427559,NA,NA
"369",2016,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","Y","Add","Y","U",2015,"Base",NA,NA,353006,NA,NA
"370",2016,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","Y","Add","Y","U",2015,"Base",NA,NA,10,NA,NA
"371",2016,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","125","Accession Travel","Y","Add","Y","U",2015,"Base",NA,NA,49622,NA,NA
"372",2016,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","130","Training Travel","Y","Add","Y","U",2015,"Base",NA,NA,18121,NA,NA
"373",2016,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","135","Operational Travel","Y","Add","Y","U",2015,"Base",NA,NA,166732,NA,NA
"374",2016,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","140","Rotational Travel","Y","Add","Y","U",2015,"Base",NA,NA,87931,NA,NA
"375",2016,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","145","Separation Travel","Y","Add","Y","U",2015,"Base",NA,NA,82065,NA,NA
"376",2016,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","150","Travel of Organized Units","Y","Add","Y","U",2015,"Base",NA,NA,785,NA,NA
"377",2016,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","155","Non-Temporary Storage","Y","Add","Y","U",2015,"Base",NA,NA,5064,NA,NA
"378",2016,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","Y","Add","Y","U",2015,"Base",NA,NA,5841,NA,NA
"379",2016,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","165","Other","Y","Add","Y","U",2015,"Base",NA,NA,3056,NA,NA
"380",2016,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","Y","Add","Y","U",2015,"Base",NA,NA,614,NA,NA
"381",2016,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","Y","Add","Y","U",2015,"Base",NA,NA,19,NA,NA
"382",2016,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","180","Death Gratuities","Y","Add","Y","U",2015,"Base",NA,NA,11400,NA,NA
"383",2016,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits","Y","Add","Y","U",2015,"Base",NA,NA,82039,NA,NA
"384",2016,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","195","Education Benefits","Y","Add","Y","U",2015,"Base",NA,NA,7000,NA,NA
"385",2016,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses","Y","Add","Y","U",2015,"Base",NA,NA,84,NA,NA
"386",2016,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy","Y","Add","Y","U",2015,"Base",NA,NA,1527,NA,NA
"387",2016,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","Y","Add","Y","U",2015,"Base",NA,NA,67,NA,NA
"388",2016,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","Y","Add","Y","U",2015,"Base",NA,NA,0,NA,NA
"389",2016,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","218","Junior ROTC","Y","Add","Y","U",2015,"Base",NA,NA,3910,NA,NA
"390",2016,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","221","Stop-Loss Retroactive Payments","Y","Add","Y","U",2015,"Base",NA,NA,0,NA,NA
"391",2016,"1105N","Military Personnel, Marine Corps","NAVY","","Less Reimbursables","","Less Reimbursables","N","Add","N","U",2015,"Base",NA,NA,-25452,NA,NA
"392",2016,"1001N","MEDICARE - Retiree Health Care Contribution, MC","NAVY","01","Health Care Contribution - Officers","300","Marine Corps","Y","Add","Y","U",2015,"Base",NA,NA,85796,NA,NA
"393",2016,"1001N","MEDICARE - Retiree Health Care Contribution, MC","NAVY","02","Health Care Contribution - Enlisted","300","Marine Corps","Y","Add","Y","U",2015,"Base",NA,NA,662036,NA,NA
"394",2016,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Add","Y","U",2015,"Base",NA,NA,587372,NA,NA
"395",2016,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","Y","Add","Y","U",2015,"Base",NA,NA,7286,NA,NA
"396",2016,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Add","Y","U",2015,"Base",NA,NA,57875,NA,NA
"397",2016,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","060","Mobilization Training","Y","Add","Y","U",2015,"Base",NA,NA,8670,NA,NA
"398",2016,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","070","School Training","Y","Add","Y","U",2015,"Base",NA,NA,51089,NA,NA
"399",2016,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","080","Special Training","Y","Add","Y","U",2015,"Base",NA,NA,97821,NA,NA
"400",2016,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","090","Administration and Support","Y","Add","Y","U",2015,"Base",NA,NA,974441,NA,NA
"401",2016,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","100","Education Benefits","Y","Add","Y","U",2015,"Base",NA,NA,109,NA,NA
"402",2016,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","120","Health Profession Scholarship","Y","Add","Y","U",2015,"Base",NA,NA,51261,NA,NA
"403",2016,"1002N","MEDICARE - Retiree Health Care Contribution, N RES","NAVY","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Navy","Y","Add","Y","U",2015,"Base",NA,NA,124898,NA,NA
"404",2016,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Add","Y","U",2015,"Base",NA,NA,237081,NA,NA
"405",2016,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","Y","Add","Y","U",2015,"Base",NA,NA,33463,NA,NA
"406",2016,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Add","Y","U",2015,"Base",NA,NA,115450,NA,NA
"407",2016,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","060","Mobilization Training","Y","Add","Y","U",2015,"Base",NA,NA,2499,NA,NA
"408",2016,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","070","School Training","Y","Add","Y","U",2015,"Base",NA,NA,22895,NA,NA
"409",2016,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","080","Special Training","Y","Add","Y","U",2015,"Base",NA,NA,13926,NA,NA
"410",2016,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","090","Administration and Support","Y","Add","Y","U",2015,"Base",NA,NA,229044,NA,NA
"411",2016,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","095","Platoon Leader Class","Y","Add","Y","U",2015,"Base",NA,NA,5424,NA,NA
"412",2016,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","100","Education Benefits","Y","Add","Y","U",2015,"Base",NA,NA,642,NA,NA
"413",2016,"1003N","MEDICARE - Retiree Health Care Contribution, MC RES","NAVY","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Marine Corps","Y","Add","Y","U",2015,"Base",NA,NA,73966,NA,NA
"414",2016,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","005","Basic Pay","Y","Add","Y","U",2015,"Base",NA,NA,4655757,NA,NA
"415",2016,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","010","Retired Pay Accrual","Y","Add","Y","U",2015,"Base",NA,NA,1453163,NA,NA
"416",2016,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","Y","Add","Y","U",2015,"Base",NA,NA,1390142,NA,NA
"417",2016,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","Y","Add","Y","U",2015,"Base",NA,NA,190691,NA,NA
"418",2016,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","035","Incentive Pays","Y","Add","Y","U",2015,"Base",NA,NA,212376,NA,NA
"419",2016,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","040","Special Pays","Y","Add","Y","U",2015,"Base",NA,NA,296799,NA,NA
"420",2016,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","045","Allowances","Y","Add","Y","U",2015,"Base",NA,NA,125724,NA,NA
"421",2016,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","050","Separation Pay","Y","Add","Y","U",2015,"Base",NA,NA,173992,NA,NA
"422",2016,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","055","Social Security Tax","Y","Add","Y","U",2015,"Base",NA,NA,356284,NA,NA
"423",2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","060","Basic Pay","Y","Add","Y","U",2015,"Base",NA,NA,8444124,NA,NA
"424",2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","065","Retired Pay Accrual","Y","Add","Y","U",2015,"Base",NA,NA,2631482,NA,NA
"425",2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","080","Basic Allowance for Housing","Y","Add","Y","U",2015,"Base",NA,NA,3401628,NA,NA
"426",2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","085","Incentive Pays","Y","Add","Y","U",2015,"Base",NA,NA,42395,NA,NA
"427",2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","090","Special Pays","Y","Add","Y","U",2015,"Base",NA,NA,254038,NA,NA
"428",2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","095","Allowances","Y","Add","Y","U",2015,"Base",NA,NA,561380,NA,NA
"429",2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","100","Separation Pay","Y","Add","Y","U",2015,"Base",NA,NA,494207,NA,NA
"430",2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","105","Social Security Tax","Y","Add","Y","U",2015,"Base",NA,NA,645973,NA,NA
"431",2016,"3500F","Military Personnel, Air Force","AF","03","Pay And Allowances Of Cadets","110","Academy Cadets","Y","Add","Y","U",2015,"Base",NA,NA,70159,NA,NA
"432",2016,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","Y","Add","Y","U",2015,"Base",NA,NA,967950,NA,NA
"433",2016,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","Y","Add","Y","U",2015,"Base",NA,NA,137346,NA,NA
"434",2016,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","Y","Add","Y","U",2015,"Base",NA,NA,3,NA,NA
"435",2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","125","Accession Travel","Y","Add","Y","U",2015,"Base",NA,NA,87932,NA,NA
"436",2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","130","Training Travel","Y","Add","Y","U",2015,"Base",NA,NA,92459,NA,NA
"437",2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","135","Operational Travel","Y","Add","Y","U",2015,"Base",NA,NA,286473,NA,NA
"438",2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","140","Rotational Travel","Y","Add","Y","U",2015,"Base",NA,NA,485297,NA,NA
"439",2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","145","Separation Travel","Y","Add","Y","U",2015,"Base",NA,NA,181583,NA,NA
"440",2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","150","Travel of Organized Units","Y","Add","Y","U",2015,"Base",NA,NA,6556,NA,NA
"441",2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","155","Non-Temporary Storage","Y","Add","Y","U",2015,"Base",NA,NA,22369,NA,NA
"442",2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","Y","Add","Y","U",2015,"Base",NA,NA,30261,NA,NA
