"ID","SourceFiscalYear","AccountDSI","TreasuryAgencyCode","MainAccountCode","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","BSA","BSAtitle","LineItem","LineItemTitle","CostType","CostTypeTitle","AddOrNonAdd","Classified","Category","FiscalYear","OriginType","PBtotal","PBtype","EnactedTotal","EnactedType","SpecialType","ActualTotal","QuantPBtotal","QuantPBtype","QuantEnactedTotal","QuantEnactedType","QuantSpecialTotal","QuantActualTotal"
,2016,"3020F",,,"Missile Procurement, Air Force","AF","03","Modification of Inservice Missiles","10 ","01","Class IV","M65DAG","AGM-65D Maverick","A","Weapon System Cost","Add","U",,2015,"Base",,,,276,,,,,,0,,
,2016,"3020F",,,"Missile Procurement, Air Force","AF","03","Modification of Inservice Missiles","11 ","01","Class IV","M88AAG","AGM-88A Harm","A","Weapon System Cost","Add","U",,2015,"Base",,,,297,,,,,,0,,
,2016,"3020F",,,"Missile Procurement, Air Force","AF","03","Modification of Inservice Missiles","12 ","01","Class IV","MALCBG","Air Launch Cruise Missile (ALCM)","A","Weapon System Cost","Add","U",,2015,"Base",,,,16083,,,,,,0,,
,2016,"3020F",,,"Missile Procurement, Air Force","AF","03","Modification of Inservice Missiles","13 ","01","Class IV","SDB000","Small Diameter Bomb","A","Weapon System Cost","Add","U",,2015,"Base",,,,6924,,,,,,0,,
,2016,"3020F",,,"Missile Procurement, Air Force","AF","04","Spares and Repair Parts","14 ","10","Missile Spares and Repair Parts","000999","Initial Spares/Repair Parts","A","Weapon System Cost","Add","U",,2015,"Base",,,,87366,,,,,,0,,
,2016,"3020F",,,"Missile Procurement, Air Force","AF","05","Other Support","15 ","01","Space Programs","ADV555","Advanced EHF","A","Weapon System Cost","Add","U",,2015,"Base",,,,298462,,,,,,0,,
,2016,"3020F",,,"Missile Procurement, Air Force","AF","05","Other Support","16 ","01","Space Programs","GAP000","Wideband Gapfiller Satellites(Space)","A","Weapon System Cost","Add","U",,2015,"Base",,,,36071,,,,,,0,,
,2016,"3020F",,,"Missile Procurement, Air Force","AF","05","Other Support","17 ","01","Space Programs","GPSIII","GPS III Space Segment","A","Weapon System Cost","Add","U",,2015,"Base",,,,280565,,,,,,1,,
,2016,"3020F",,,"Missile Procurement, Air Force","AF","05","Other Support","17 ","01","Space Programs","GPSIII","GPS III Space Segment","B","Less: Advance Procurement (PY)","Add","U",,2015,"Base",,,,-52167,,,,,,0,,
,2016,"3020F",,,"Missile Procurement, Air Force","AF","05","Other Support","18 ","01","Space Programs","GPSIII","GPS III Space Segment","C","Advance Procurement (CY)","Add","U",,2015,"Base",,,,87000,,,,,,0,,
,2016,"3020F",,,"Missile Procurement, Air Force","AF","05","Other Support","19 ","01","Space Programs","MC0MSE","Spaceborne Equip (COMSEC)","A","Weapon System Cost","Add","U",,2015,"Base",,,,13401,,,,,,0,,
,2016,"3020F",,,"Missile Procurement, Air Force","AF","05","Other Support","20 ","01","Space Programs","MGPS00","Global Positioning (Space)","A","Weapon System Cost","Add","U",,2015,"Base",,,,49887,,,,,,0,,
,2016,"3020F",,,"Missile Procurement, Air Force","AF","05","Other Support","21 ","01","Space Programs","MS0554","Def Meteorological Sat Prog(Space)","A","Weapon System Cost","Add","U",,2015,"Base",,,,77855,,,,,,0,,
,2016,"3020F",,,"Missile Procurement, Air Force","AF","05","Other Support","22 ","01","Space Programs","MSEELC","Evolved Expendable Launch Capability","A","Weapon System Cost","Add","U",,2015,"Base",,,,687735,,,,,,0,,
,2016,"3020F",,,"Missile Procurement, Air Force","AF","05","Other Support","23 ","01","Space Programs","MSEELV","Evolved Expendable Launch Veh(Space)","A","Weapon System Cost","Add","U",,2015,"Base",,,,732003,,,,,,4,,
,2016,"3020F",,,"Missile Procurement, Air Force","AF","05","Other Support","24 ","01","Space Programs","MSSBIR","SBIR High (Space)","A","Weapon System Cost","Add","U",,2015,"Base",,,,444567,,,,,,0,,
,2016,"3020F",,,"Missile Procurement, Air Force","AF","05","Other Support","28 ","04","Special Programs","MSPPRG","Special Update Programs","A","Weapon System Cost","Add","U",,2015,"Base",,,,60179,,,,,,0,,
,2016,"3020F",,,"Missile Procurement, Air Force","","05","Other Support","","99","Classified Programs","9999999999","Classified Programs","","","Add","U",,2015,"Base",,,,818000,,,,,,0,,
,2016,"3021F",,,"Space Procurement, Air Force","AF","01","Space Procurement, Air Force","1  ","01","Space Programs","ADV555","Advanced EHF","A","Weapon System Cost","Add","U",,2015,"Base",,,,0,,,,,,0,,
,2016,"3021F",,,"Space Procurement, Air Force","AF","01","Space Procurement, Air Force","2  ","01","Space Programs","GAP000","Wideband Gapfiller Satellites(Space)","A","Weapon System Cost","Add","U",,2015,"Base",,,,0,,,,,,0,,
,2016,"3021F",,,"Space Procurement, Air Force","AF","01","Space Procurement, Air Force","3  ","01","Space Programs","GPSIII","GPS III Space Segment","A","Weapon System Cost","Add","U",,2015,"Base",,,,0,,,,,,0,,
,2016,"3021F",,,"Space Procurement, Air Force","AF","01","Space Procurement, Air Force","3  ","01","Space Programs","GPSIII","GPS III Space Segment","B","Less: Advance Procurement (PY)","Add","U",,2015,"Base",,,,0,,,,,,0,,
,2016,"3021F",,,"Space Procurement, Air Force","AF","01","Space Procurement, Air Force","4  ","01","Space Programs","MC0MSE","Spaceborne Equip (COMSEC)","A","Weapon System Cost","Add","U",,2015,"Base",,,,0,,,,,,0,,
,2016,"3021F",,,"Space Procurement, Air Force","AF","01","Space Procurement, Air Force","5  ","01","Space Programs","MGPS00","Global Positioning (Space)","A","Weapon System Cost","Add","U",,2015,"Base",,,,0,,,,,,0,,
,2016,"3021F",,,"Space Procurement, Air Force","AF","01","Space Procurement, Air Force","6  ","01","Space Programs","MS0554","Def Meteorological Sat Prog(Space)","A","Weapon System Cost","Add","U",,2015,"Base",,,,0,,,,,,0,,
,2016,"3021F",,,"Space Procurement, Air Force","AF","01","Space Procurement, Air Force","7  ","01","Space Programs","MSEELC","Evolved Expendable Launch Capability","A","Weapon System Cost","Add","U",,2015,"Base",,,,0,,,,,,0,,
,2016,"3021F",,,"Space Procurement, Air Force","AF","01","Space Procurement, Air Force","8  ","01","Space Programs","MSEELV","Evolved Expendable Launch Veh(Space)","A","Weapon System Cost","Add","U",,2015,"Base",,,,0,,,,,,0,,
,2016,"3021F",,,"Space Procurement, Air Force","AF","01","Space Procurement, Air Force","9  ","01","Space Programs","MSSBIR","SBIR High (Space)","A","Weapon System Cost","Add","U",,2015,"Base",,,,0,,,,,,0,,
,2016,"3011F",,,"Procurement of Ammunition, Air Force","AF","01","Ammunition","1  ","11","Rockets","351010","Rockets","A","Weapon System Cost","Add","U",,2015,"Base",,,,4696,,,,,,0,,
,2016,"3011F",,,"Procurement of Ammunition, Air Force","AF","01","Ammunition","2  ","12","Cartridges","352010","Cartridges","A","Weapon System Cost","Add","U",,2015,"Base",,,,128621,,,,,,0,,
,2016,"3011F",,,"Procurement of Ammunition, Air Force","AF","01","Ammunition","3  ","13","Bombs","353010","Practice Bombs","A","Weapon System Cost","Add","U",,2015,"Base",,,,30098,,,,,,0,,
,2016,"3011F",,,"Procurement of Ammunition, Air Force","AF","01","Ammunition","4  ","13","Bombs","353020","General Purpose Bombs","A","Weapon System Cost","Add","U",,2015,"Base",,,,148614,,,,,,0,,
,2016,"3011F",,,"Procurement of Ammunition, Air Force","AF","01","Ammunition","5  ","13","Bombs","353190","Massive Ordnance Penetrator (MOP)","A","Weapon System Cost","Add","U",,2015,"Base",,,,0,,,,,,0,,
,2016,"3011F",,,"Procurement of Ammunition, Air Force","AF","01","Ammunition","6  ","13","Bombs","353620","Joint Direct Attack Munition","A","Weapon System Cost","Add","U",,2015,"Base",,,,111400,,,,,,789,,
,2016,"3011F",,,"Procurement of Ammunition, Air Force","AF","01","Ammunition","7  ","15","Other Items","355100","Cad/Pad","A","Weapon System Cost","Add","U",,2015,"Base",,,,29989,,,,,,0,,
,2016,"3011F",,,"Procurement of Ammunition, Air Force","AF","01","Ammunition","8  ","15","Other Items","355450","Explosive Ordnance Disposal (EOD)","A","Weapon System Cost","Add","U",,2015,"Base",,,,6925,,,,,,0,,
,2016,"3011F",,,"Procurement of Ammunition, Air Force","AF","01","Ammunition","9  ","15","Other Items","355900","Spares and Repair Parts","A","Weapon System Cost","Add","U",,2015,"Base",,,,494,,,,,,0,,
,2016,"3011F",,,"Procurement of Ammunition, Air Force","AF","01","Ammunition","10 ","15","Other Items","355970","Modifications","A","Weapon System Cost","Add","U",,2015,"Base",,,,1610,,,,,,0,,
,2016,"3011F",,,"Procurement of Ammunition, Air Force","AF","01","Ammunition","11 ","15","Other Items","355990","Items Less Than $5 Million","A","Weapon System Cost","Add","U",,2015,"Base",,,,4237,,,,,,0,,
,2016,"3011F",,,"Procurement of Ammunition, Air Force","AF","01","Ammunition","12 ","16","Flares","356010","Flares","A","Weapon System Cost","Add","U",,2015,"Base",,,,84160,,,,,,0,,
,2016,"3011F",,,"Procurement of Ammunition, Air Force","AF","01","Ammunition","13 ","18","Fuzes","356120","Fuzes","A","Weapon System Cost","Add","U",,2015,"Base",,,,84417,,,,,,0,,
,2016,"3011F",,,"Procurement of Ammunition, Air Force","AF","02","Weapons","14 ","01","Small Arms","357010","Small Arms","A","Weapon System Cost","Add","U",,2015,"Base",,,,24648,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","02","Vehicular Equipment","1  ","01","Passenger Carrying Vehicles","821800","Passenger Carrying Vehicles","A","Weapon System Cost","Add","U",,2015,"Base",,,,6528,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","02","Vehicular Equipment","2  ","02","Cargo and Utility Vehicles","822230","Medium Tactical Vehicle","A","Weapon System Cost","Add","U",,2015,"Base",,,,7639,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","02","Vehicular Equipment","3  ","02","Cargo and Utility Vehicles","822910","Cap Vehicles","A","Weapon System Cost","Add","U",,2015,"Base",,,,1700,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","02","Vehicular Equipment","4  ","02","Cargo and Utility Vehicles","822990","Items Less Than $5 Million","A","Weapon System Cost","Add","U",,2015,"Base",,,,11027,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","02","Vehicular Equipment","5  ","03","Special Purpose Vehicles","823230","Security And Tactical Vehicles","A","Weapon System Cost","Add","U",,2015,"Base",,,,4447,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","02","Vehicular Equipment","6  ","03","Special Purpose Vehicles","823990","Items Less Than $5 Million","A","Weapon System Cost","Add","U",,2015,"Base",,,,693,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","02","Vehicular Equipment","7  ","04","Fire Fighting Equipment","824010","Fire Fighting/Crash Rescue Vehicles","A","Weapon System Cost","Add","U",,2015,"Base",,,,10152,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","02","Vehicular Equipment","8  ","05","Materials Handling Equipment","825990","Items Less Than $5 Million","A","Weapon System Cost","Add","U",,2015,"Base",,,,15108,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","02","Vehicular Equipment","9  ","06","Base Maintenance Support","826210","Runway Snow Remov & Cleaning Equip","A","Weapon System Cost","Add","U",,2015,"Base",,,,10212,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","02","Vehicular Equipment","10 ","06","Base Maintenance Support","826990","Items Less Than $5 Million","A","Weapon System Cost","Add","U",,2015,"Base",,,,57049,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","11 ","01","Comm Security Equipment(Comsec)","831010","Comsec Equipment","A","Weapon System Cost","Add","U",,2015,"Base",,,,95833,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","12 ","01","Comm Security Equipment(Comsec)","831970","Modifications (COMSEC)","A","Weapon System Cost","Add","U",,2015,"Base",,,,1363,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","13 ","02","Intelligence Programs","832060","Intelligence Training Equipment","A","Weapon System Cost","Add","U",,2015,"Base",,,,2832,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","14 ","02","Intelligence Programs","832070","Intelligence Comm Equipment","A","Weapon System Cost","Add","U",,2015,"Base",,,,32329,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","15 ","02","Intelligence Programs","833170","Mission Planning Systems","A","Weapon System Cost","Add","U",,2015,"Base",,,,15649,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","16 ","03","Electronics Programs","833010","Air Traffic Control & Landing Sys","A","Weapon System Cost","Add","U",,2015,"Base",,,,28400,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","17 ","03","Electronics Programs","833020","National Airspace System","A","Weapon System Cost","Add","U",,2015,"Base",,,,6291,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","18 ","03","Electronics Programs","833030","Battle Control System - Fixed","A","Weapon System Cost","Add","U",,2015,"Base",,,,2704,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","19 ","03","Electronics Programs","833040","Theater Air Control Sys Improvements","A","Weapon System Cost","Add","U",,2015,"Base",,,,50033,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","20 ","03","Electronics Programs","833070","Weather Observation Forecast","A","Weapon System Cost","Add","U",,2015,"Base",,,,16309,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","21 ","03","Electronics Programs","833140","Strategic Command And Control","A","Weapon System Cost","Add","U",,2015,"Base",,,,139984,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","22 ","03","Electronics Programs","833160","Cheyenne Mountain Complex","A","Weapon System Cost","Add","U",,2015,"Base",,,,20101,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","23 ","03","Electronics Programs","833440","Drug Interdiction Spt","A","Weapon System Cost","Add","U",,2015,"Base",,,,0,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","24 ","03","Electronics Programs","833560","Integrated Strat Plan & Analy Network (ISPAN)","A","Weapon System Cost","Add","U",,2015,"Base",,,,9060,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","25 ","04","Spcl Comm-Electronics Projects","834010","General Information Technology","A","Weapon System Cost","Add","U",,2015,"Base",,,,39095,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","26 ","04","Spcl Comm-Electronics Projects","834040","AF Global Command & Control Sys","A","Weapon System Cost","Add","U",,2015,"Base",,,,9098,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","27 ","04","Spcl Comm-Electronics Projects","834070","Mobility Command and Control","A","Weapon System Cost","Add","U",,2015,"Base",,,,11462,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","28 ","04","Spcl Comm-Electronics Projects","834130","Air Force Physical Security System","A","Weapon System Cost","Add","U",,2015,"Base",,,,37426,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","29 ","04","Spcl Comm-Electronics Projects","834190","Combat Training Ranges","A","Weapon System Cost","Add","U",,2015,"Base",,,,59634,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","30 ","04","Spcl Comm-Electronics Projects","834210","Minimum Essential Emergency Comm N","A","Weapon System Cost","Add","U",,2015,"Base",,,,1289,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","31 ","04","Spcl Comm-Electronics Projects","834320","C3 Countermeasures","A","Weapon System Cost","Add","U",,2015,"Base",,,,11508,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","32 ","04","Spcl Comm-Electronics Projects","834410","Integrated Personnel and Pay System","A","Weapon System Cost","Add","U",,2015,"Base",,,,0,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","33 ","04","Spcl Comm-Electronics Projects","834430","GCSS-AF Fos","A","Weapon System Cost","Add","U",,2015,"Base",,,,3670,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","34 ","04","Spcl Comm-Electronics Projects","834470","Defense Enterprise Accounting and Mgmt System","A","Weapon System Cost","Add","U",,2015,"Base",,,,15298,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","35 ","04","Spcl Comm-Electronics Projects","834520","Theater Battle Mgt C2 System","A","Weapon System Cost","Add","U",,2015,"Base",,,,9561,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","36 ","04","Spcl Comm-Electronics Projects","834530","Air & Space Operations Ctr-WPN SYS","A","Weapon System Cost","Add","U",,2015,"Base",,,,25701,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","37 ","04","Spcl Comm-Electronics Projects","834560","Air Operations Center (AOC) 10.2","A","Weapon System Cost","Add","U",,2015,"Base",,,,0,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","38 ","05","Air Force Communications","835060","Information Transport Systems","A","Weapon System Cost","Add","U",,2015,"Base",,,,96936,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","39 ","05","Air Force Communications","835080","AFNET","A","Weapon System Cost","Add","U",,2015,"Base",,,,90487,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","40 ","05","Air Force Communications","835090","Voice Systems","A","Weapon System Cost","Add","U",,2015,"Base",,,,0,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","41 ","05","Air Force Communications","835110","Joint Communications Support Element (JCSE)","A","Weapon System Cost","Add","U",,2015,"Base",,,,0,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","42 ","05","Air Force Communications","835140","USCENTCOM","A","Weapon System Cost","Add","U",,2015,"Base",,,,16342,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","43 ","06","Space Programs","836700","Family of Beyond Line-of-Sight Terminals","A","Weapon System Cost","Add","U",,2015,"Base",,,,57074,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","44 ","06","Space Programs","836720","Space Based Ir Sensor Pgm Space","A","Weapon System Cost","Add","U",,2015,"Base",,,,26100,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","45 ","06","Space Programs","836730","Navstar GPS Space","A","Weapon System Cost","Add","U",,2015,"Base",,,,2065,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","46 ","06","Space Programs","836750","Nudet Detection Sys Space","A","Weapon System Cost","Add","U",,2015,"Base",,,,4656,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","47 ","06","Space Programs","836760","AF Satellite Control Network Space","A","Weapon System Cost","Add","U",,2015,"Base",,,,54436,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","48 ","06","Space Programs","836770","Spacelift Range System Space","A","Weapon System Cost","Add","U",,2015,"Base",,,,62538,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","49 ","06","Space Programs","836780","Milsatcom Space","A","Weapon System Cost","Add","U",,2015,"Base",,,,41355,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","50 ","06","Space Programs","836790","Space Mods Space","A","Weapon System Cost","Add","U",,2015,"Base",,,,31706,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","51 ","06","Space Programs","836810","Counterspace System","A","Weapon System Cost","Add","U",,2015,"Base",,,,59439,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","52 ","07","Organization and Base","837100","Tactical C-E Equipment","A","Weapon System Cost","Add","U",,2015,"Base",,,,50077,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","53 ","07","Organization and Base","837170","Combat Survivor Evader Locater","A","Weapon System Cost","Add","U",,2015,"Base",,,,0,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","54 ","07","Organization and Base","837190","Radio Equipment","A","Weapon System Cost","Add","U",,2015,"Base",,,,14846,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","55 ","07","Organization and Base","837240","CCTV/Audiovisual Equipment","A","Weapon System Cost","Add","U",,2015,"Base",,,,3635,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","56 ","07","Organization and Base","837300","Base Comm Infrastructure","A","Weapon System Cost","Add","U",,2015,"Base",,,,89519,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","03","Electronics and Telecommunications Equip","57 ","08","Modifications","838010","Comm Elect Mods","A","Weapon System Cost","Add","U",,2015,"Base",,,,56344,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","04","Other Base Maintenance and Support Equip","58 ","02","Personal Safety & Rescue Equip","842140","Night Vision Goggles","A","Weapon System Cost","Add","U",,2015,"Base",,,,12577,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","04","Other Base Maintenance and Support Equip","59 ","02","Personal Safety & Rescue Equip","842990","Items Less Than $5 Million","A","Weapon System Cost","Add","U",,2015,"Base",,,,31209,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","04","Other Base Maintenance and Support Equip","60 ","03","Depot Plant+Mtrls Handling Eq","843050","Mechanized Material Handling Equip","A","Weapon System Cost","Add","U",,2015,"Base",,,,7670,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","04","Other Base Maintenance and Support Equip","61 ","05","Base Support Equipment","845010","Base Procured Equipment","A","Weapon System Cost","Add","U",,2015,"Base",,,,14125,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","04","Other Base Maintenance and Support Equip","62 ","05","Base Support Equipment","845100","Engineering and EOD Equipment","A","Weapon System Cost","Add","U",,2015,"Base",,,,16744,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","04","Other Base Maintenance and Support Equip","63 ","05","Base Support Equipment","845380","Productivity Capital Investment","A","Weapon System Cost","Add","U",,2015,"Base",,,,2495,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","04","Other Base Maintenance and Support Equip","64 ","05","Base Support Equipment","845420","Mobility Equipment","A","Weapon System Cost","Add","U",,2015,"Base",,,,13073,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","04","Other Base Maintenance and Support Equip","65 ","05","Base Support Equipment","845990","Items Less Than $5 Million","A","Weapon System Cost","Add","U",,2015,"Base",,,,5462,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","04","Other Base Maintenance and Support Equip","67 ","06","Special Support Projects","846070","DARP RC135","A","Weapon System Cost","Add","U",,2015,"Base",,,,24710,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","04","Other Base Maintenance and Support Equip","68 ","06","Special Support Projects","846080","DCGS-AF","A","Weapon System Cost","Add","U",,2015,"Base",,,,206743,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","04","Other Base Maintenance and Support Equip","70 ","06","Special Support Projects","846510","Special Update Program","A","Weapon System Cost","Add","U",,2015,"Base",,,,537370,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","04","Other Base Maintenance and Support Equip","71 ","06","Special Support Projects","846570","Defense Space Reconnaissance Prog.","A","Weapon System Cost","Add","U",,2015,"Base",,,,77898,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","","04","Other Base Maintenance and Support Equip","","99","Classified Programs","9999999999","Classified Programs","","","Add","U",,2015,"Base",,,,14270004,,,,,,0,,
,2016,"3080F",,,"Other Procurement, Air Force","AF","05","Spares and Repair Parts","73 ","01","Spares and Repair Parts","861900","Spares and Repair Parts","A","Weapon System Cost","Add","U",,2015,"Base",,,,32813,,,,,,0,,
,2016,"0300D",,,"Procurement, Defense-Wide","DCAA","01","Major Equipment","1  ","11","Major Equipment, DCAA","20","Items Less Than $5 Million","A","Weapon System Cost","Add","U",,2015,"Base",,,,1594,,,,,,0,,
,2016,"0300D",,,"Procurement, Defense-Wide","DCMA","01","Major Equipment","2  ","27","Major Equipment, DCMA","500","Major Equipment","A","Weapon System Cost","Add","U",,2015,"Base",,,,4325,,,,,,0,,
,2016,"0300D",,,"Procurement, Defense-Wide","DHRA","01","Major Equipment","3  ","20","Major Equipment, DHRA","500","Personnel Administration","A","Weapon System Cost","Add","U",,2015,"Base",,,,17268,,,,,,0,,
,2016,"0300D",,,"Procurement, Defense-Wide","DISA","01","Major Equipment","7  ","05","Major Equipment, DISA","09","Information Systems Security","A","Weapon System Cost","Add","U",,2015,"Base",,,,10491,,,,,,0,,
,2016,"0300D",,,"Procurement, Defense-Wide","DISA","01","Major Equipment","8  ","05","Major Equipment, DISA","14","Teleport Program","A","Weapon System Cost","Add","U",,2015,"Base",,,,80622,,,,,,0,,
,2016,"0300D",,,"Procurement, Defense-Wide","DISA","01","Major Equipment","9  ","05","Major Equipment, DISA","16","Items Less Than $5 Million","A","Weapon System Cost","Add","U",,2015,"Base",,,,14647,,,,,,0,,
,2016,"0300D",,,"Procurement, Defense-Wide","DISA","01","Major Equipment","10 ","05","Major Equipment, DISA","17","Net Centric Enterprise Services (NCES)","A","Weapon System Cost","Add","U",,2015,"Base",,,,1921,,,,,,0,,
,2016,"0300D",,,"Procurement, Defense-Wide","DISA","01","Major Equipment","11 ","05","Major Equipment, DISA","18","Defense Information System Network","A","Weapon System Cost","Add","U",,2015,"Base",,,,80144,,,,,,0,,
,2016,"0300D",,,"Procurement, Defense-Wide","DISA","01","Major Equipment","12 ","05","Major Equipment, DISA","89","Cyber Security Initiative","A","Weapon System Cost","Add","U",,2015,"Base",,,,8755,,,,,,0,,
,2016,"0300D",,,"Procurement, Defense-Wide","DISA","01","Major Equipment","13 ","05","Major Equipment, DISA","90","White House Communication Agency","A","Weapon System Cost","Add","U",,2015,"Base",,,,33737,,,,,,0,,
,2016,"0300D",,,"Procurement, Defense-Wide","DISA","01","Major Equipment","14 ","05","Major Equipment, DISA","92","Senior Leadership Enterprise","A","Weapon System Cost","Add","U",,2015,"Base",,,,32544,,,,,,0,,
