TAS Agency,TAS Major Program,TAS Sub Program,Department ID,Department Name,Contracting Agency ID,Contracting Agency Name,Contracting Office ID,Contracting Office Name,Contracting Office Region,PIID,Modification Number,Transaction Number,Referenced IDV PIID,Date Signed,Effective Date,Completion Date,Est. Ultimate Completion Date,Last Date to Order,Funding Agency ID,Funding Agency Name,Funding Office ID,Funding Office Name,Product or Service Code,Product or Service Description,NAICS Code,NAICS Description,Description of Requirement,Principal Place of Performance County Name,Principal Place of Performance Location Name,Principal Place of Performance State Code,Congressional District - Place of Performance,Principal Place of Performance Zip Code,Principal Place of Performance Country Name,Country of Origin,Extent Competed,Reason Not Competed,Solicitation Procedures,Type of Set Aside,Statutory Exceptions to Fair Opportunity,Type Of Contract Pricing,Award Type,Reason For Modification,DUNS Number,Vendor Name,Vendor Address Line 1,Vendor Address Line 2,Vendor Address City,Vendor Address State Name,Vendor Address Zip Code,Vendor Address Country Name,Vendor Congressional District,Is Vendor Business Type - 8(a) Firm,Is Vendor Business Type - 8a Joint Venture,Is Vendor Business Type - HUBZone Firm,Is Vendor Business Type - SDB Concern,Is Vendor Business Type - Self-Certifed Small Disadvantaged Business,Is Vendor Business Type - Veteran Owned,Is Vendor Business Type - Service Disabled Vet,Is Vendor Business Type - Women Owned,Is Vendor Business Type - Minority Owned Business,Is Vendor Business Type - Asian Indian,Is Vendor Business Type - Asian Pacific,Is Vendor Business Type - Black Owned,Is Vendor Business Type - Hispanic Owned,Is Vendor Business Type - Native American,Is Vendor Business Type - Other Minority Owned,Is Vendor Business Type - Alaskan Native Owned Corporation or Firm,Is Vendor Business Type - American Indian,Is Vendor Business Type - Indian Tribe,Is Vendor Business Type - Native Hawaiian Owned Organization or Firm,Is Vendor Business Type - Tribally Owned,Is Vendor Business Type - Emerging Small Business,Contracting Officer's Business Size Determination,Number Of Offers Received,Number of Actions,Action Obligation,Base and Exercised Options Value,Base and All Options Value
36,0152,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",00550,550-DANVILLE,11,VA25115P2633,0,0,,10/01/2015,10/01/2015,09/30/2016,09/30/2016,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",00550,550-DANVILLE,J065,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",811310,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,"IGF::OT::IGF NEOPOST MAIL EQUIPMENT MAINTENANCE, REPAIR, AND TECHNICAL SUPPORT FOR VA ILLIANA HEALTHCARE SYSTEM",VERMILION,DANVILLE,IL,15,618325100,UNITED STATES,UNITED STATES,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,621113307,"MIDWEST MAILING & SHIPPING SYSTEMS, INC","3006 GILL STREET, SUITE A",,BLOOMINGTON,ILLINOIS,617048555,UNITED STATES,18,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,1,1,"$21,019.00","$21,019.00","$21,019.00"
36,0152,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",00262,262-NETWORK CONTRACT OFFICE 22,22,VA26216P0161,0,0,,12/09/2015,12/09/2015,12/19/2015,12/19/2015,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",00593,593-VA SOUTHERN NEVADA HEALTHCARE SYSTEM,R499,SUPPORT- PROFESSIONAL: OTHER,813910,BUSINESS ASSOCIATIONS,IGF::OT::IGF DIRECTOR'S MEMBERSHIP DUES FOR VA HOSPITAL,CLARK,LAS VEGAS,NV,01,891153900,UNITED STATES,UNITED STATES,NOT COMPETED,ONLY ONE SOURCE - OTHER ,ONLY ONE SOURCE,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,081275752,NEVADA HOSPITAL ASSOCIATION,"5190 NEIL ROAD, SUITE 400",,RENO,NEVADA,895028531,UNITED STATES,02,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,1,1,"$10,000.00","$10,000.00","$10,000.00"
36,0158,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",00243,243-NETWORK CONTRACTING OFFICE 03,03,VA243RA0767,P00003,0,,03/10/2016,03/10/2016,03/31/2016,03/31/2016,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",00243,243-NETWORK CONTRACTING OFFICE 03,Y141,CONSTRUCT/HOSPITALS & INFIRMARIES,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"TAS::36 0158::TAS 
RECOVERY ACT - 632-07-108 RENOVATE RESEARCH WET LABS, BUILDING 61",SUFFOLK,NORTHPORT,NY,03,117682200,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,SEALED BID,SERVICE DISABLED VETERAN OWNED SMALL BUSINESS SET-ASIDE,,FIRM FIXED PRICE,DEFINITIVE CONTRACT,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),123619558,GCC ENTERPRISES INC,1601 VALLEY VIEW LN STE 320,,DALLAS,TEXAS,752349002,UNITED STATES,24,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,SMALL BUSINESS,10,1,"-$333,687.50","-$333,687.50","-$333,687.50"
36,0158,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",00636,636-NEBRASKA WESTERN-IOWA,23,VA263P0963,P00004,0,,01/14/2016,01/14/2016,01/14/2016,01/14/2016,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",00636,636-NEBRASKA WESTERN-IOWA,C114,HOSPITAL BUILDINGS,541330,ENGINEERING SERVICES,TAS::36 0158 000::TAS (RECOVERY ACT) A/E TO REPLACE FAN COILS&CONVECTORS MOD 01,JOHNSON,IOWA CITY,IA,02,522462208,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION,,ARCHITECT-ENGINEER FAR 6.102,NO SET ASIDE USED.,,FIRM FIXED PRICE,DEFINITIVE CONTRACT,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,133271551,"DESIGN ENGINEERS, P.C.",8801 PRAIRIE VIEW LN SW,,CEDAR RAPIDS,IOWA,524044003,UNITED STATES,01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,1,1,"-$172,107.82","-$172,107.82","-$172,107.82"
36,0158,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",00636,636-NEBRASKA WESTERN-IOWA,23,VA263P0963,P00006,0,,02/22/2016,02/18/2016,02/18/2016,02/18/2016,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",00636,636-NEBRASKA WESTERN-IOWA,C114,HOSPITAL BUILDINGS,541330,ENGINEERING SERVICES,TAS::36 0158 000::TAS (RECOVERY ACT) A/E TO REPLACE FAN COILS&CONVECTORS MOD 01,JOHNSON,IOWA CITY,IA,02,522462208,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION,,ARCHITECT-ENGINEER FAR 6.102,NO SET ASIDE USED.,,FIRM FIXED PRICE,DEFINITIVE CONTRACT,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,133271551,"DESIGN ENGINEERS, P.C.",8801 PRAIRIE VIEW LN SW,,CEDAR RAPIDS,IOWA,524044003,UNITED STATES,01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,1,1,$0.00,$0.00,$0.00
36,0158,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",00243,243-NETWORK CONTRACTING OFFICE 03,03,VA243C0766,P00007,0,,10/20/2015,10/20/2015,09/30/2014,09/30/2014,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",00243,243-NETWORK CONTRACTING OFFICE 03,Y111,CONSTRUCTION OF OFFICE BUILDINGS,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"TAS::36 0158::TAS 
RECOVERY ACT PROJECT 630-07-112 UPGRADE FIRE ALARM AT THE NY HARBOR HEALTHCARE SYSTEM, MANHATTAN CAMPUS.",NEW YORK,NEW YORK,NY,12,100105011,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,SEALED BID,SERVICE DISABLED VETERAN OWNED SMALL BUSINESS SET-ASIDE,,FIRM FIXED PRICE,DEFINITIVE CONTRACT,OTHER ADMINISTRATIVE ACTION,114258002,PRIMARY COLORS PAINTING CORP.,4332 BULLARD AVE,,BRONX,NEW YORK,104661308,UNITED STATES,16,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,SMALL BUSINESS,3,1,"-$31,071.00","-$31,071.00","-$31,071.00"
36,0158,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",00248,248-NETWORK CONTRACT OFFICE 8,08,VA248C1187,P00003,0,,01/22/2016,01/22/2016,01/22/2016,01/22/2016,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",00673,673-TAMPA,Z141,MAINT-REP-ALT/HOSPITALS & INFIRMARY,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"TAS::36 0158::TAS
PROJECT # 673-09-602, ADA ED MODIFICATIONS
PO 673-C00349",HILLSBOROUGH,TAMPA,FL,14,336124750,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,NEGOTIATED PROPOSAL/QUOTE,SERVICE DISABLED VETERAN OWNED SMALL BUSINESS SET-ASIDE,,FIRM FIXED PRICE,DEFINITIVE CONTRACT,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,002521263,"WILDWOODS, INC.",61 N MAIN ST,,WILLISTON,FLORIDA,326962134,UNITED STATES,03,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,SMALL BUSINESS,3,1,"-$2,238.82","-$2,238.82","-$2,238.82"
36,0158,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",00673,673-TAMPA,08,VA248C1473,P00003,0,,12/04/2015,12/04/2015,09/16/2012,09/16/2012,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",00673,673-TAMPA,Z141,MAINT-REP-ALT/HOSPITALS & INFIRMARY,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,TAS::36 0158::TAS PROJECT TITLE - CONSTRUCT EP LAB SITE PREP AND RENOVATE EP LAB RECOVERY,HILLSBOROUGH,TAMPA,FL,14,336211628,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,NEGOTIATED PROPOSAL/QUOTE,SERVICE DISABLED VETERAN OWNED SMALL BUSINESS SET-ASIDE,,FIRM FIXED PRICE,DEFINITIVE CONTRACT,CHANGE ORDER,196714104,"POLU KAI SERVICES, LLC",1010 CREIGHTON RD,,PENSACOLA,FLORIDA,325047032,UNITED STATES,01,YES,NO,NO,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,SMALL BUSINESS,13,1,"-$1,420.04",$0.00,"$89,662.67"
36,0158,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",00248,248-NETWORK CONTRACT OFFICE 8,08,VA248RA1651,P00003,0,,10/14/2015,10/14/2015,12/30/2011,08/08/2012,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",00516,516-BAY PINES,Y224,CONSTRUCT/PARKING FACILITIES,236210,INDUSTRIAL BUILDING CONSTRUCTION,RENOVATE B100 KITCHEN,PINELLAS,BAY PINES,FL,13,337440162,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,NEGOTIATED PROPOSAL/QUOTE,SERVICE DISABLED VETERAN OWNED SMALL BUSINESS SET-ASIDE,,FIRM FIXED PRICE,DEFINITIVE CONTRACT,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,839604196,"NELCO DIVERSIFIED, INC.",403 W DR MARTIN LUTHER KING JR BLVD,,TAMPA,FLORIDA,336033503,UNITED STATES,14,NO,NO,NO,NO,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,SMALL BUSINESS,8,1,-$521.00,-$521.00,-$521.00
36,0158,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",00636,636-NEBRASKA WESTERN-IOWA,23,VA263P0963,P00005,0,,01/14/2016,01/14/2016,01/14/2016,01/14/2016,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",00636,636-NEBRASKA WESTERN-IOWA,C114,HOSPITAL BUILDINGS,541330,ENGINEERING SERVICES,TAS::36 0158 000::TAS (RECOVERY ACT) A/E TO REPLACE FAN COILS&CONVECTORS MOD 01,JOHNSON,IOWA CITY,IA,02,522462208,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION,,ARCHITECT-ENGINEER FAR 6.102,NO SET ASIDE USED.,,FIRM FIXED PRICE,DEFINITIVE CONTRACT,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,133271551,"DESIGN ENGINEERS, P.C.",8801 PRAIRIE VIEW LN SW,,CEDAR RAPIDS,IOWA,524044003,UNITED STATES,01,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,1,1,"$172,107.82","$172,107.82","$172,107.82"
36,0158,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",00248,248-NETWORK CONTRACT OFFICE 8,08,VA248C1389,1,0,,10/14/2015,11/08/2010,12/30/2011,12/30/2011,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",00516,516-BAY PINES,Y224,CONSTRUCT/PARKING FACILITIES,236210,INDUSTRIAL BUILDING CONSTRUCTION,"TAS::36 0158::TAS
RENOVATE NUTRITION AND FOOD SERVICE SOILED AREA",PINELLAS,MADEIRA BEACH,FL,13,337083200,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,NEGOTIATED PROPOSAL/QUOTE,SERVICE DISABLED VETERAN OWNED SMALL BUSINESS SET-ASIDE,,FIRM FIXED PRICE,DEFINITIVE CONTRACT,LEGAL CONTRACT CANCELLATION,832773902,VBC SPECIAL PROJECTS,2224 TRADE CENTER WAY,,NAPLES,FLORIDA,341092019,UNITED STATES,19,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,SMALL BUSINESS,9,1,"-$980,837.00","-$980,837.00","-$980,837.00"
36,0160,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",00544,544-COLUMBIA,07,VA24716F0736,0,0,V797P3117M,01/04/2016,01/04/2016,01/04/2016,01/04/2016,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",00544,544-COLUMBIA,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,QUANTUM Q6 EDGE POWER W/C,LUZERNE,EXETER,PA,17,186432653,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO SET ASIDE USED.,FAIR OPPORTUNITY GIVEN,FIRM FIXED PRICE,DELIVERY ORDER,,041477449,PRIDE MOBILITY PRODUCTS CORPORATION,182 SUSQUEHANNA AVE,,PITTSTON,PENNSYLVANIA,186432653,UNITED STATES,17,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,1,1,"$4,011.90","$4,011.90","$4,011.90"
36,0160,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",00242,242-NETWORK CONTRACT OFFICE 02,02,VA52816F0405,P00001,0,V797D30299,01/07/2016,01/07/2016,01/07/2016,02/07/2016,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",00242,242-NETWORK CONTRACT OFFICE 02,6530,"HOSPITAL FURNITURE, EQUIPMENT, UTENSILS, AND SUPPLIES",332311,PREFABRICATED METAL BUILDING AND COMPONENT MANUFACTURING,MODULAR RAMP FOR VISN 2 VETERAN FY 16,ROCKLAND,WEST NYACK,NY,17,109942632,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,COMPETITIVE SET ASIDE,FIRM FIXED PRICE,DELIVERY ORDER,CHANGE ORDER,033762230,"LANDMARK GROUP INC, THE",39 WESTERN HWY,,WEST NYACK,NEW YORK,109942632,UNITED STATES,17,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,3,1,"-$2,183.83","-$2,183.83","-$2,183.83"
36,0160,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",636A8P,636A8P - IOWA CITY HEALTH CARE PROSTHETICS,23,VA26316J0494,0,0,V797D40088,11/04/2015,11/04/2015,12/31/2015,12/31/2015,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",0636A6,636A6-CENTRAL IOWA HEALTH CARE SYSTEM,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,PROSTHETICS-AUTO TURNING SEAT,POLK,DES MOINES,IA,03,503105733,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO SET ASIDE USED.,FAIR OPPORTUNITY GIVEN,FIRM FIXED PRICE,DELIVERY ORDER,,121597462,"BRUNO INDEPENDENT LIVING AIDS, INC.",1069 CORPORATE CENTER DR,,OCONOMOWOC,WISCONSIN,530664829,UNITED STATES,05,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,1,1,"$7,029.55","$7,029.55","$7,029.55"
36,0160,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C262,262-NETWORK CONTRACT OFC 22(00262),22,VA26216P4025,0,0,,04/21/2016,04/21/2016,04/21/2016,04/21/2016,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C664,664-SAN DIEGO HEALTHCARE SYS(00664),6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,MALLEABLE PENILE PROSTHESIS,HENNEPIN,MINNEAPOLIS,MN,05,554113431,UNITED STATES,UNITED STATES,NOT COMPETED,ONLY ONE SOURCE - OTHER ,ONLY ONE SOURCE,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,847436391,COLOPLAST CORP.,1601 W RIVER RD,,MINNEAPOLIS,MINNESOTA,554113431,UNITED STATES,05,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,1,1,"$11,060.00","$11,060.00","$11,060.00"
36,0160,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",00262P,262-NETWORK CONTRACT OFFICE 22 PROSTHETICS,22,VA26216P3505,0,0,,03/28/2016,03/28/2016,03/28/2016,03/28/2016,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",00664,664-SAN DIEGO HEALTHCARE SYSTEM,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,MALLEABLE PENILE PROSTHESIS,HENNEPIN,MINNEAPOLIS,MN,05,554113431,UNITED STATES,UNITED STATES,NOT COMPETED,ONLY ONE SOURCE - OTHER ,ONLY ONE SOURCE,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,847436391,COLOPLAST CORP.,1601 W RIVER RD,,MINNEAPOLIS,MINNESOTA,554113431,UNITED STATES,05,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,1,1,"$5,465.00","$5,465.00","$5,465.00"
36,0160,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",00262,262-NETWORK CONTRACT OFFICE 22,22,VA26216J1299,0,0,VA797P0263,12/02/2015,12/02/2015,12/02/2015,12/02/2015,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",00691,691-VA GREATER LOS ANGELES HEALTHCARE SYSTEM,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,TOTAL HIP REPLACEMENT,KOSCIUSKO,WARSAW,IN,03,465823994,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO SET ASIDE USED.,FAIR OPPORTUNITY GIVEN,FIRM FIXED PRICE,DELIVERY ORDER,,079116895,DEPUY SYNTHES SALES INC,700 ORTHOPAEDIC DR,,WARSAW,INDIANA,465823994,UNITED STATES,03,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,2,1,"$4,832.00","$4,832.00","$4,832.00"
36,0160,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",00262,262-NETWORK CONTRACT OFFICE 22,22,VA26216F1511,0,0,VA26014A0110,12/11/2015,12/11/2015,12/10/2016,12/10/2017,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",00664,664-SAN DIEGO HEALTHCARE SYSTEM,Q201,MEDICAL- GENERAL HEALTH CARE,561320,TEMPORARY HELP SERVICES,"IGF::CL::IGF

MEDICAL TECHNICIAN",SAN DIEGO,SAN DIEGO,CA,52,921610002,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,FAIR OPPORTUNITY GIVEN,FIRM FIXED PRICE,BPA CALL,,095931486,"AB STAFFING SOLUTIONS, LLC",2680 S VAL VISTA DR STE 152,,GILBERT,ARIZONA,852951636,UNITED STATES,05,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,4,1,"$131,040.00","$131,040.00","$131,040.00"
36,0160,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",00261P,261P-NETWORK CONTRACT OFFICE 21,21,VA26116P0911,0,0,,02/03/2016,02/03/2016,03/25/2016,03/25/2016,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",00612P,612P-MARTINEZ,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,AFFLO VEST,WASHTENAW,ANN ARBOR,MI,12,481059484,UNITED STATES,UNITED STATES,NOT COMPETED,ONLY ONE SOURCE - OTHER ,ONLY ONE SOURCE,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,142440150,"JORDAN RESES SUPPLY COMPANY, LLC",24 FRANK LLOYD WRIGHT DR # A3300,,ANN ARBOR,MICHIGAN,481059484,UNITED STATES,12,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,1,1,"$6,816.72","$6,816.72","$6,816.72"
36,0160,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",00261P,261P-NETWORK CONTRACT OFFICE 21,21,VA26116P0273,0,0,,11/04/2015,11/04/2015,12/28/2015,12/28/2015,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",00261P,261P-NETWORK CONTRACT OFFICE 21,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",339113,SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,ENVIRONMENTAL CONTROL UNIT AUTOMATIC DOOR OPENER,SAN MATEO,LA HONDA,CA,18,940200428,UNITED STATES,UNITED STATES,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,016672987,"SCHORR, DAVID",321 WOODLAND VISTA,,LA HONDA,CALIFORNIA,940200000,UNITED STATES,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,1,1,"$4,138.00","$4,138.00","$4,138.00"
36,0160,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",00260,260-NETWORK CONTRACT OFFICE 20,20,VA26015P4733,0,0,,10/01/2015,10/01/2015,03/31/2016,03/31/2016,,3600,"VETERANS AFFAIRS, DEPARTMENT OF",00260,260-NETWORK CONTRACT OFFICE 20,J065,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",621511,MEDICAL LABORATORIES,IGF::OT::IGF - CANCER INTERPRETATION TESTING FOR THE PORTLAND VA MEDICAL CENTER.,MULTNOMAH,PORTLAND,OR,01,972391432,UNITED STATES,UNITED STATES,NOT COMPETED UNDER SAP,SAP NON-COMPETITION,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,096997515,OREGON HEALTH & SCIENCE UNIVERSITY,3181 SW SAM JACKSON PARK RD,,PORTLAND,OREGON,972013011,UNITED STATES,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,1,1,"$466,749.00","$466,749.00","$466,749.00"
